	id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
24326097,Home away from home in the heart of Fenway,9419684,Mike,,Fenway,42.3438,-71.10118,Entire home/apt,298,29,0,,,68,174
24326482,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.34551,-71.09977,Entire home/apt,298,91,1,2018-10-07,0.06,68,67
24326495,SPACIOUS apt in Fenway-walk to everything,9419684,Mike,,Fenway,42.34368,-71.10167,Entire home/apt,298,29,0,,,68,174
24331243,Pristine1b1b.Neartransit.FreeParking.SelfCheckIn,31176944,Angeline,,Roslindale,42.28292,-71.11693,Entire home/apt,98,1,86,2019-12-19,4.11,1,65
24356120,COMFORTABLE PLACE IN ROSLINDALE,183787878,Leo,,Roslindale,42.27907,-71.13075,Entire home/apt,100,29,1,2019-06-25,0.11,1,0
24372360,Spacious 2BR by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.3433,-71.10038,Entire home/apt,599,29,2,2018-10-21,0.11,68,174
24378766,Downtown Theater District & Boston Common Park,799496,Kj,,Downtown,42.35271,-71.06369,Entire home/apt,100,2,71,2020-03-13,3.06,4,221
24397626,Sunny condo on tree-lined street (long-term stay),4482328,Acacia,,Brighton,42.33757,-71.14869,Entire home/apt,179,153,0,,,1,0
24401790,comfortable and cozy,10692181,Francisco,,Jamaica Plain,42.31234,-71.10335,Private room,100,2,49,2019-11-29,2.16,3,153
24412927,Cozy Colonial (entire home) near Lower Mills,46315640,Richmond,,Mattapan,42.2757,-71.08792,Entire home/apt,100,91,3,2018-09-03,0.15,2,180
24464154,Book 32+ nights TAX FREE! Think Spring - Walk!,47618394,Liesl,,South End,42.34708,-71.07306,Entire home/apt,89,32,86,2020-03-10,3.78,1,44
24464925,"Lux 2BR 2BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33067,-71.11247,Entire home/apt,199,29,1,2018-05-31,0.05,68,176
24465270,"Lux 2BR 2BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33023,-71.11291,Entire home/apt,199,29,0,,,68,176
24465886,"Lux 2BR 2BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33211,-71.11304,Entire home/apt,199,29,1,2018-09-30,0.06,68,181
24466743,"Lux 3BR Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33208,-71.11105,Entire home/apt,239,91,11,2019-07-07,0.49,68,365
24467263,"Lux 3BR Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33011,-71.11145,Entire home/apt,239,91,1,2019-07-02,0.12,68,365
24467656,"Lux 3BR Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33096,-71.11148,Entire home/apt,239,91,9,2019-08-16,0.40,68,365
24469518,"Lux Studio Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33237,-71.11071,Entire home/apt,289,91,0,,,68,181
24470076,"Lux Studio Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33062,-71.11285,Entire home/apt,289,91,0,,,68,181
24471492,Melville Park Penthouse,10085529,Joshua,,Dorchester,42.29587,-71.06652,Private room,102,2,75,2019-10-29,3.29,1,27
24484501,Top of the World,114515516,William,,Charlestown,42.38111,-71.07878,Entire home/apt,450,2,73,2020-03-08,3.28,1,279
24501001,Hilltop2- 2 doublebeds 4.6m to BCEC nearT freeprk,95762630,Fatima,,Dorchester,42.30275,-71.0632,Private room,64,2,54,2019-12-04,2.33,6,347
24518149,Boston Commons Condos 2BD 2,8534462,Corp Condos & Apts,,Downtown,42.35263,-71.06351,Entire home/apt,400,91,10,2019-04-23,0.46,116,76
24518213,Boston Commons Condos 2BD 1,8534462,Corp Condos & Apts,,Downtown,42.35148,-71.06366,Entire home/apt,400,91,7,2019-02-11,0.31,116,72
24518923,Boston Commons Condos 2BD 4,8534462,Corp Condos & Apts,,Downtown,42.35276,-71.06312,Entire home/apt,400,91,4,2019-10-30,0.59,116,353
24518974,Boston Commons Condos 2BD 3,8534462,Corp Condos & Apts,,Downtown,42.35305,-71.06299,Entire home/apt,400,91,1,2018-05-20,0.04,116,357
24523214,Hilltop1- Queenbed 4.6m to D-Town Steps 2T freeprk,95762630,Fatima,,Dorchester,42.30239,-71.06365,Private room,50,2,41,2019-11-11,1.78,6,347
24540681,"Lux 3 bedroom apt at Emerson Place w/gym, wifi",9419684,Mike,,West End,42.36472,-71.06834,Entire home/apt,599,29,5,2018-10-01,0.23,68,135
24540981,"Lux 2 bedroom apt at Emerson Place w/gym, wifi",9419684,Mike,,West End,42.36567,-71.06945,Entire home/apt,699,29,0,,,68,171
24563107,Sunny 2 Bedroom by Charles River,20079643,Alex @ Boston Corporate Housing,,West End,42.36543,-71.06882,Entire home/apt,300,30,3,2020-02-02,0.55,19,166
24598890,Yellow Quiet room,27871799,Althea,,Mattapan,42.27508,-71.07696,Private room,40,1,23,2019-08-24,1.03,6,308
24599025,安静阳光的独立卧室,25887440,Nemo,,Brighton,42.34016,-71.15292,Private room,45,91,2,2018-05-28,0.09,1,0
24600107,Entire Home in JP! Perfect for families!,13960633,Charles,,Jamaica Plain,42.29836,-71.11046,Entire home/apt,400,2,8,2019-12-28,0.36,2,18
24619508,"Hidden Gem near T-Station, Beach & Downtown",103025533,Angelica,,Dorchester,42.31387,-71.05543,Entire home/apt,150,2,60,2020-03-03,2.69,1,135
24623314,Spacious 2BR | West End/MGH | Full Kitchen | GLS,30283594,Kara,,West End,42.36431,-71.06911,Entire home/apt,219,10,5,2020-03-01,2.08,92,360
24623318,Spacious West End 3BR | Near MGH | by GLS,30283594,Kara,,West End,42.36612,-71.06806,Entire home/apt,249,3,11,2020-02-23,0.66,92,298
24623322,Classic 3BR | West End | Gym | Steps from T | GLS,30283594,Kara,,West End,42.36451,-71.06852,Entire home/apt,259,2,9,2020-03-01,0.56,92,357
24623340,#bbs Boston Modern  3BR Apt - Centrally Located,95459395,Bluebird,,West End,42.36612,-71.0682,Entire home/apt,349,9,2,2018-11-03,0.12,43,362
24626249,Medical 2 BR Apt at Boston + Upscale Amenities!,163251048,Jen,,West End,42.36555,-71.06995,Entire home/apt,299,3,0,,,48,360
24626250,Medical 3BR Apt at Boston Close to Transportation!,163251048,Jen,,West End,42.3652,-71.06947,Entire home/apt,329,3,0,,,48,296
24626252,Magnificent Medical 3BR Apt at Boston,163251048,Jen,,West End,42.36419,-71.06921,Entire home/apt,319,3,2,2019-06-02,0.12,48,357
24633212,Clean room near Longwood,80570686,Siena,,Mission Hill,42.332,-71.10239,Private room,80,2,43,2020-03-14,1.92,4,113
24644312,Convenient Transportation Suburb Boston Room,186235436,Yanlin,,West Roxbury,42.27527,-71.16836,Shared room,50,3,11,2019-10-06,0.50,2,0
24645479,Spacious sun-filled room near Longwood,80570686,Siena,,Mission Hill,42.3323,-71.10173,Private room,90,2,11,2020-03-02,0.53,4,140
24647800,Sunny large room with views and private bath,80570686,Siena,,Mission Hill,42.33156,-71.10059,Private room,130,2,18,2020-02-21,0.81,4,181
24648787,Spacious private bedroom in modern Brownstone,36650837,Alex,,Mission Hill,42.33347,-71.10119,Private room,86,1,44,2020-01-17,1.94,2,351
24649082,Private room in modern brownstone next to Longwood,36650837,Alex,,Mission Hill,42.33423,-71.10122,Private room,67,1,55,2019-12-03,2.42,2,356
24709494,Spacious one bedroom apartment in Boston,7985329,Ali,,Allston,42.34684,-71.13473,Entire home/apt,111,91,1,2018-05-28,0.05,1,0
24749244,"Stylish Downtown Studio in the SouthEnd, C.Ave# 24",22348222,Maverick,,South End,42.34448,-71.07636,Entire home/apt,150,1,40,2020-03-01,1.85,53,357
24756613,"PERFECT for SUMMER w/ AC, only 3 min WALK to train",156053359,Ken,,Dorchester,42.29185,-71.06633,Private room,45,91,14,2019-08-31,0.65,8,320
24768622,2bd Boston apartment 20 min to downtown,16052189,Jonathan,,Hyde Park,42.23722,-71.13291,Entire home/apt,68,91,0,,,8,269
24770058,Ultra Modern Furnished West End Medical 2-BR Apt,163251048,Jen,,West End,42.36344,-71.06731,Entire home/apt,289,3,1,2018-11-17,0.06,48,335
24783227,"Sunny ocean-view suite nr subway w/kitchen, bathr.",9898255,Jessica,,Dorchester,42.31491,-71.06243,Entire home/apt,120,91,77,2019-11-17,3.42,5,362
24796281,"Cozy & Quiet 
Near Ashmont station 
W/Off St Pk",18896772,Karlena,,Dorchester,42.28036,-71.06945,Entire home/apt,80,2,59,2019-11-30,2.73,1,146
24804020,Brownstone Loft Bedroom (ii),11228809,Jonathan,,Roxbury,42.32741,-71.09158,Private room,45,10,0,,,6,32
24809758,"Brighton, MA Guesthouse for rent, Unit 2 (2nd Fl)",166004722,Wang,,Brighton,42.356,-71.15674,Private room,50,91,6,2019-12-20,0.27,5,299
24809947,Beautiful Apartment with a View,16541124,Ray,,East Boston,42.38066,-71.03196,Entire home/apt,170,1,47,2020-02-16,2.10,5,72
24825705,★Iconic South Boston 4BR w/2 Bath★Close to T,187675813,Miya,,South Boston,42.3297,-71.05583,Entire home/apt,350,91,96,2019-12-01,4.46,9,228
24826742,Sunset 110 | 2BR 1.5BA | Single Family Home in the City by Greenline Trolley!,71783,Lance,,Mission Hill,42.32972,-71.10843,Entire home/apt,154,29,38,2019-09-04,1.69,39,363
24829523,3 br town home in quaint neighborhood of Boston,79660976,Hillary,,Mattapan,42.27241,-71.07335,Entire home/apt,100,2,19,2019-11-30,0.86,1,341
24845439,Boston Home Great Location,187813188,Booker,,Jamaica Plain,42.31444,-71.10122,Private room,75,1,129,2020-03-06,5.76,3,178
24847888,★South Boston's Finest★ 5BR w/3 Bath Close to T,187675813,Miya,,South Boston,42.33107,-71.05447,Entire home/apt,450,91,95,2019-12-09,4.32,9,273
24865433,Large Comfortable Two Bedroom By Charles River,20079643,Alex @ Boston Corporate Housing,,West End,42.36418,-71.06952,Entire home/apt,280,30,6,2019-09-28,0.58,19,138
24909410,"Beautiful 2 Bed 2 Bath, River view near TD Garden",182778270,Muzammil,,Downtown,42.36639,-71.06235,Entire home/apt,250,91,13,2018-08-26,0.58,1,0
24913828,"Beachside, Savin Hill",14234007,Kurt,,Dorchester,42.30845,-71.05065,Private room,125,1,54,2020-03-08,2.58,1,156
24914199,Quiet and Clean South End Studio!! Top Floor,76545076,Missy,,South End,42.33881,-71.07694,Entire home/apt,150,91,24,2019-10-29,1.35,13,0
24914428,5⭐ French Colonial + Gaslight District + Parking,11410590,Nika & Tony,,Charlestown,42.37298,-71.0634,Entire home/apt,100,1,105,2020-03-13,4.72,3,148
24914518,"Cozy Apt 2 near BC,BU w/parking and keyless entry",156907137,Murat,,Brighton,42.34664,-71.16649,Entire home/apt,100,1,131,2020-03-01,5.84,3,112
24916564,Cheery South End Studio!!,76545076,Missy,,South End,42.34169,-71.07645,Entire home/apt,120,91,71,2019-10-15,3.31,13,0
24916747,Beautiful BRIGHT South End Studio!!!,76545076,Missy,,South End,42.34169,-71.07645,Entire home/apt,150,91,58,2019-10-25,2.72,13,365
24916959,BRIGHT South End Studio!!,76545076,Missy,,South End,42.34169,-71.07645,Entire home/apt,170,91,27,2019-05-22,1.28,13,0
24935629,Luxury Medical 2BR with designer finishes,163251048,Jen,,Downtown,42.36399,-71.05975,Entire home/apt,299,2,0,,,48,351
24940276,Bed and breakfast close to Downtown,188551199,Olga,,Dorchester,42.32748,-71.06035,Private room,209,1,27,2020-03-01,1.23,7,349
24940322,Room up to 5 guests with FREE Breakfast,188551199,Olga,,Dorchester,42.32823,-71.05913,Private room,199,1,50,2020-03-01,2.26,7,350
24940375,Room with FREE breakfast and parking,188551199,Olga,,Dorchester,42.32683,-71.05888,Private room,199,1,47,2020-03-01,2.13,7,351
24940413,Room with FREE breakfast close to Downtown Boston,188551199,Olga,,Dorchester,42.32752,-71.06042,Private room,219,1,8,2019-10-20,0.40,7,135
24940427,2 spacious rooms with jacuzzi and hot breakfast,188551199,Olga,,Dorchester,42.32737,-71.05839,Private room,249,1,11,2019-08-05,0.52,7,135
24940510,Boston Commons Condos Studio 1,8534462,Corp Condos & Apts,,Downtown,42.3519,-71.06378,Entire home/apt,199,1,13,2020-02-16,0.59,116,74
24944280,Boston Commons Condos 1BD 1,8534462,Corp Condos & Apts,,Downtown,42.35092,-71.06547,Entire home/apt,199,1,12,2019-05-05,0.57,116,72
24944512,Boston Commons Condos Studio 2,8534462,Corp Condos & Apts,,Downtown,42.35172,-71.06411,Entire home/apt,199,1,16,2019-07-21,0.74,116,0
24944930,Shelly's Place Cozy,139072570,Lance And Shelly,,East Boston,42.38136,-71.0231,Private room,59,1,228,2020-02-29,10.29,5,338
24945336,Boston Commons Condos 1BD 4,8534462,Corp Condos & Apts,,Downtown,42.35173,-71.06364,Entire home/apt,199,91,20,2019-10-25,0.94,116,70
24945374,Boston Commons Condos 1BD 2,8534462,Corp Condos & Apts,,Downtown,42.35162,-71.06505,Entire home/apt,199,91,4,2018-10-17,0.21,116,163
24945415,Boston Commons Condos Studio 4,8534462,Corp Condos & Apts,,Downtown,42.35115,-71.06487,Entire home/apt,199,1,13,2019-06-12,0.58,116,71
24965806,Back Bay Apartment near MIT and Newbury Street - G,51079261,Riverside,,Back Bay,42.35054,-71.08895,Entire home/apt,230,2,37,2020-02-27,1.66,2,0
24969609,Beautiful Private Two Bedroom Apt in Boston,33131531,ChiChi,,Brighton,42.33902,-71.14913,Entire home/apt,155,91,0,,,3,0
24971621,Brand new basement with convenient transportanion,186235436,Yanlin,,West Roxbury,42.27538,-71.16855,Private room,80,3,23,2019-11-02,1.04,2,360
24983583,Boston Commons Condos 2BD/2BA 4 F,8534462,Corp Condos & Apts,,Downtown,42.35657,-71.05976,Entire home/apt,400,91,24,2019-07-07,1.11,116,357
24992422,Luxurious Home in Boston's Historic Charlestown,188938217,Katherine And Dan,,Charlestown,42.37776,-71.06166,Entire home/apt,189,2,96,2019-12-27,4.36,1,98
25013408,Luxurious 16H Villa near Harvard University,14785487,Aihua,,Allston,42.35849,-71.13499,Entire home/apt,750,28,8,2019-10-21,0.43,6,0
25025114,Perfect for Summer with cool A/C LARGE 1200 sqft,156053359,Ken,,Dorchester,42.29136,-71.06651,Private room,175,91,9,2018-08-24,0.42,8,90
25079212,Brigton/Allston peaceful home close to Harvard BU,77158766,Eunice,,Brighton,42.36092,-71.14381,Private room,40,91,2,2019-12-12,0.13,6,318
25126538,Medical 2BR Apt Near Boston Children's Hospital!!,163251048,Jen,,Mission Hill,42.33096,-71.11258,Entire home/apt,289,3,0,,,48,335
25158106,Magnificent Furnished Medical 2BR Apt at ChinaTown,163251048,Jen,,Chinatown,42.35161,-71.06112,Entire home/apt,599,2,1,2019-12-28,0.37,48,363
25179090,Sunfilled Beautiful Apartment in Boston,131288031,Arash,,Brighton,42.34553,-71.15209,Entire home/apt,140,91,0,,,1,0
25266010,"Private room&bath,ctr air,5 min to T,  to downtown",147658152,Jill,,Brighton,42.3446,-71.16945,Private room,63,91,17,2018-08-21,0.78,1,90
25275104,Entire apartment- great location,58848986,Kevin,,Brighton,42.33766,-71.14637,Entire home/apt,105,91,10,2018-07-30,0.46,1,0
25324358,"The Small room Aka ""The Affordable room""",20672298,Ikem,,Hyde Park,42.26412,-71.1215,Private room,25,91,8,2019-03-05,0.38,1,107
25326962,"Clean, comfy room with excellent location@1",183805757,Claire,,East Boston,42.36791,-71.03804,Private room,80,2,146,2020-02-23,6.64,3,0
25328440,"Private parking, Clean, Comfy room @2",183805757,Claire,,East Boston,42.36927,-71.038,Private room,80,2,144,2020-02-29,6.56,3,35
25338990,Magnificent Medical 1BR Apt in Center of Boston!,163251048,Jen,,Chinatown,42.35176,-71.05978,Entire home/apt,249,3,1,2020-03-01,1,48,365
25347070,Cozy room in Allston,62457579,David,,Allston,42.35985,-71.13527,Private room,56,28,0,,,2,0
25350460,Modern 2 Bed & 1 Bath Apt @Kendall Sq,28749942,Meg & Diego,,West End,42.36229,-71.07039,Entire home/apt,299,1,6,2020-03-01,0.28,7,63
25382635,Cozy Room at Kendall Square,28749942,Meg & Diego,,West End,42.36205,-71.06919,Private room,159,1,80,2020-02-16,3.64,7,63
25382895,Modern Room @ Kendall Square/MIT,28749942,Meg & Diego,,Beacon Hill,42.36064,-71.07003,Private room,159,1,55,2020-02-22,2.67,7,63
25416313,"Newly renovated, Best Location CENTER of Boston",156053359,Ken,,Dorchester,42.29193,-71.06638,Private room,50,91,7,2019-08-27,0.33,8,360
25429787,Sunny 1920's flat amid parks and cafés: 2 rooms,191880,Fabien,,Jamaica Plain,42.3155,-71.1127,Private room,120,2,11,2020-03-02,2.10,1,46
25455523,Deluxe Family Home Pondside JP,12150111,A And L,,Jamaica Plain,42.31238,-71.11762,Entire home/apt,500,3,3,2019-05-20,0.16,3,0
25476090,Posh Medical 2 Bedroom Apt In Center of Boston!,163251048,Jen,,Chinatown,42.35126,-71.06109,Entire home/apt,269,3,0,,,48,257
25476466,RIVER LOCATION AND CITY VIEWS-SAFE CITY LOCATION!,9529655,Suzanne,,Fenway,42.35063,-71.09571,Entire home/apt,198,91,0,,,4,362
25520363,A true “home away from home”,4842537,Haim,,Brighton,42.34543,-71.13703,Entire home/apt,250,2,47,2020-03-02,2.17,1,250
25576444,SouthEnd Eagles Nest,34719298,Michael,,South End,42.34105,-71.07793,Entire home/apt,175,2,55,2020-03-01,2.55,1,11
25685344,43' Motor Yacht in Boston Harbor,316958,Maria,,Charlestown,42.37191,-71.04987,Entire home/apt,300,2,12,2019-08-25,0.58,1,271
25741105,2 bedroom with private bath in Southie!,99396351,Nick,,South Boston,42.33338,-71.05473,Private room,150,1,14,2019-09-07,0.73,2,82
25770647,"Naturally Lit, Modern Loft in Heart of Downtown!",1911807,Kelly & Chris,,Downtown,42.35529,-71.06087,Entire home/apt,225,2,106,2020-03-08,4.93,2,294
25775084,Comfortable & Convenient in Boston w Free Parking!,62852803,Tina,,West Roxbury,42.28234,-71.168,Private room,75,91,26,2019-08-11,1.21,1,365
25804129,Walk to Fanueil Hall: 4 Bed / 2.5 Bath plus Patio!,8118901,Amanda,,Charlestown,42.37561,-71.06109,Entire home/apt,700,4,13,2019-11-11,0.62,1,142
25933888,BOSTON LOFT FARM HOUSE /LOGAN AIRPORT&TRAIN,9073339,Elisangela,,East Boston,42.37999,-71.0357,Entire home/apt,300,1,69,2020-02-23,3.39,3,284
25936605,BEAUTIFUL STUDIO RIGHT NEXT TO THE STATE HOUSE!,5259356,Anna,,Downtown,42.35926,-71.06206,Entire home/apt,99,91,31,2019-12-17,1.51,1,229
25947332,Affluent 3 Bedroom 3 Bath Condo Downtown Boston,152237835,Sabrina,,South Boston,42.34347,-71.05902,Entire home/apt,325,91,68,2020-01-01,3.31,1,107
25971732,One Bedroom in Boston's Back Bay Neighborhood #110,18202088,Luxurious,,Back Bay,42.3454,-71.07992,Entire home/apt,296,91,0,,,18,0
25975436,Stay in a GoLocal American-Made Suite in Back Bay!,18202088,Luxurious,,Back Bay,42.34643,-71.0794,Entire home/apt,287,91,1,2018-10-04,0.06,18,0
26012594,⭐Great for groups min 2 Downtown/Beach FreePrkg,25203946,Eder,,Dorchester,42.30953,-71.06248,Entire home/apt,267,2,26,2020-02-09,1.28,17,341
26031821,"Great Studio @ TD Garden, MGH, MIT & Downtown",133407298,Florencia,,Downtown,42.36532,-71.06337,Entire home/apt,159,1,129,2020-02-29,6.07,9,99
26038867,✪Villa5 2beds 4m to Dowtown stepsto T w/freeprk✪,25203946,Eder,,Dorchester,42.30969,-71.06207,Private room,65,3,23,2019-10-27,1.09,17,213
26051186,✪2double min to Fenway/D-Town near train freeprkg,25203946,Eder,,Dorchester,42.30945,-71.06168,Private room,59,3,19,2019-10-20,0.89,17,213
26052117,✪Sunny King w/Smartv 4m to City stepsto T freeprk✪,25203946,Eder,,Dorchester,42.31113,-71.06199,Private room,73,3,19,2019-11-03,0.92,17,220
26060933,Sonder | Boston Common | Dashing 2BR,12243051,Sonder,,Chinatown,42.35155,-71.06278,Entire home/apt,129,30,5,2019-12-02,0.70,182,146
26062023,Sonder | Boston Common | Peaceful 2BR,12243051,Sonder,,Downtown,42.35108,-71.06325,Entire home/apt,129,30,21,2019-12-31,1.04,182,165
26065119,Historic Brownstone Studio in Fenway/Kenmore,193253036,Eric,,Fenway,42.35098,-71.0966,Entire home/apt,130,91,6,2018-07-24,0.29,1,0
26066073,✪Spacious King mins to train Fenway/D-Town freeprk,25203946,Eder,,Dorchester,42.31081,-71.06179,Private room,60,3,25,2019-11-03,1.19,17,220
26066238,✪Double min fromFenway/D-Town steps 2train freeprk,25203946,Eder,,Dorchester,42.31106,-71.06359,Private room,47,3,13,2019-10-28,0.65,17,213
26102579,Lovely Executive Studio in East Boston,18202088,Luxurious,,East Boston,42.36803,-71.03993,Entire home/apt,186,91,7,2019-04-29,0.38,18,0
26104302,Studio Apartment at East Pier Near Water,18202088,Luxurious,,East Boston,42.36762,-71.04014,Entire home/apt,186,91,1,2019-05-20,0.10,18,0
26104687,Lovely Studio Apartment at East Pier,18202088,Luxurious,,East Boston,42.36611,-71.04082,Entire home/apt,186,91,7,2019-11-04,0.55,18,0
26105250,Studio Apartment at East Boston Pier Near Water,18202088,Luxurious,,East Boston,42.36698,-71.04061,Entire home/apt,186,91,7,2019-09-18,0.36,18,0
26105589,Accessible Studio Just Miles From Logan Airport,18202088,Luxurious,,East Boston,42.36773,-71.04123,Entire home/apt,186,91,2,2018-09-02,0.10,18,0
26108847,Cozy Studio Apartment at East Pier EB117,18202088,Luxurious,,East Boston,42.36741,-71.04162,Entire home/apt,186,91,4,2019-08-17,0.37,18,0
26109078,Executive Studio in East Boston,18202088,Luxurious,,East Boston,42.36631,-71.04109,Entire home/apt,186,91,5,2019-12-08,0.42,18,89
26109200,Lovely Executive Studio in East Boston EB2-29,18202088,Luxurious,,East Boston,42.36833,-71.04153,Entire home/apt,186,91,4,2019-06-15,0.34,18,0
26109264,Beautiful Executive Studio in East Boston EB2-31,18202088,Luxurious,,East Boston,42.36823,-71.04193,Entire home/apt,186,91,0,,,18,0
26127318,RIVER AND CITY VIEWS! Walk Everywhere.  LOCATION!,9529655,Suzanne,,Fenway,42.35079,-71.09388,Entire home/apt,235,91,1,2018-08-15,0.05,4,349
26130154,"Spacious Boston Bedroom, Free Parking, next to T!",196415169,Josh,,Mission Hill,42.32803,-71.10666,Private room,50,1,44,2020-02-23,2.18,1,3
26130187,"North End One bedroom, Freedom Trail 1 min walk",38997,Michelle,,North End,42.36452,-71.05414,Entire home/apt,73,91,1,2019-06-01,0.10,9,365
26131758,Nice Executive Studio in East Boston EB2-33,18202088,Luxurious,,East Boston,42.36772,-71.04121,Entire home/apt,186,91,0,,,18,0
26132354,Wonderful Studio In East Boston EB2-37,18202088,Luxurious,,East Boston,42.36843,-71.04131,Entire home/apt,186,91,0,,,18,0
26132566,Cozy Studio In East Boston EB2-39,18202088,Luxurious,,East Boston,42.36791,-71.04008,Entire home/apt,186,91,1,2019-10-20,0.20,18,0
26138090,Comfortable room in Dorchester (#1),188413439,Hilson,,Dorchester,42.3065,-71.06666,Private room,65,1,57,2020-02-29,2.78,4,357
26160905,"PRIVATE,COZY, CLEAN-1 BEDROOM APT",196631266,Nakeisha,,Dorchester,42.28954,-71.07624,Entire home/apt,125,1,95,2020-01-13,4.52,2,292
26163695,Bina’s Home away from Home 3,153568352,Sabina & Frederick,,Mattapan,42.27869,-71.08685,Private room,80,1,65,2019-10-29,3.46,5,193
26214081,Beacon Hill Two Bedroom,4020046,Krysti,,Beacon Hill,42.35946,-71.06416,Entire home/apt,220,91,4,2018-08-28,0.20,4,0
26235532,4A BU Med Ctr/NEU/HCC/south end sunny cozy room,41932249,Ann,,Roxbury,42.33634,-71.07786,Private room,77,91,31,2019-08-17,1.56,18,0
26246423,"Spacious Apt W/ Private Decks in Boston, JP",52165995,Brian,,Jamaica Plain,42.31195,-71.10121,Entire home/apt,150,91,7,2018-10-08,0.34,1,0
26276722,Summer Sublet in the South End,10701411,Courtney,,South End,42.34214,-71.08156,Private room,55,91,4,2018-08-12,0.19,1,0
26280370,Boston Commons Condos 2BD/2BA 3,8534462,Corp Condos & Apts,,Downtown,42.35428,-71.06057,Entire home/apt,400,91,8,2019-12-21,0.44,116,355
26280467,Boston Commons Condos 2BD/2BA 2,8534462,Corp Condos & Apts,,Downtown,42.35397,-71.06075,Entire home/apt,400,91,11,2020-01-02,0.54,116,357
26280557,Boston Commons Condos 2BD/2BA 4,8534462,Corp Condos & Apts,,Downtown,42.35469,-71.06118,Entire home/apt,400,91,6,2019-10-02,0.30,116,357
26333739,"Classy, Cozy South End Unit",119265681,Maude,,South End,42.34357,-71.07022,Entire home/apt,250,29,43,2019-10-21,2.32,2,227
26360101,H-kingdom | Smart Home | Cozy renovated,73201898,Hanqing,,East Boston,42.38931,-70.99595,Private room,86,2,55,2020-01-01,2.69,1,307
26361101,One Bedroom in the heart of Back Bay #307,18202088,Luxurious,,Back Bay,42.34677,-71.07839,Entire home/apt,289,91,7,2019-05-24,0.38,18,0
26361743,2 Bedroom in Boston's Back Bay! #203,18202088,Luxurious,,Back Bay,42.34647,-71.0781,Entire home/apt,289,91,4,2019-06-01,0.20,18,0
26366385,Spacious bedroom in Dorchester (#2),188413439,Hilson,,Dorchester,42.30585,-71.06705,Private room,48,1,67,2019-11-11,3.25,4,84
26366570,Twin bedroom in Dorchester (#3),188413439,Hilson,,Dorchester,42.30661,-71.06706,Private room,48,1,108,2020-03-07,5.25,4,57
26369295,Cozy bedroom in Dorchester (#4),188413439,Hilson,,Dorchester,42.30726,-71.06658,Private room,48,1,118,2020-03-07,5.77,4,69
26395595,Separate entrance in-law suite in heart of JP,145681148,Marianne,,Jamaica Plain,42.30567,-71.11628,Entire home/apt,90,1,82,2020-02-20,4.02,2,66
26418311,Comfortable Living Room Near Everything,39730545,Vincent,,South End,42.34493,-71.06691,Private room,150,1,45,2020-03-14,2.36,2,83
26422402,1 Bedroom Apartment in Beautiful Victorian,3843462,Eric,,Dorchester,42.29206,-71.04994,Entire home/apt,100,2,43,2019-11-30,2.43,2,161
26423316,Charming Convenience (10 min T ride into Downtown),198679236,Maria,,Dorchester,42.31573,-71.05801,Private room,73,1,96,2019-12-29,4.72,2,248
26429376,"Private room, 5 mins to Airport & Train Station",17658696,Stephen,,East Boston,42.37408,-71.0339,Private room,60,1,61,2019-08-25,3.20,1,0
26450816,Sonder | Albany | Desirable 2BR,12243051,Sonder,,South End,42.33646,-71.06985,Entire home/apt,129,30,10,2019-09-08,0.49,182,10
26452180,Sonder | Albany | Beautiful 2BR,12243051,Sonder,,South End,42.33773,-71.06796,Entire home/apt,124,30,29,2020-01-21,1.42,182,41
26502776,Beacon Hill Penthouse★New Luxury Renovation★5 Star,59234220,Lara,,Beacon Hill,42.35752,-71.07121,Entire home/apt,189,2,16,2019-12-20,0.81,7,20
26520456,Sparkling Clean Penthouse Condo w/Parking!,154444364,Elizabeth,,South Boston,42.33496,-71.05422,Entire home/apt,172,30,0,,,1,29
26528105,★Super Prime Location★Full Luxury★Postcard Perfect,59234220,Lara,,Beacon Hill,42.35767,-71.06973,Entire home/apt,149,28,22,2019-05-05,1.12,7,51
26532751,"SUMMER STAY, GREAT for Intern students/business",156053359,Ken,,Dorchester,42.2901,-71.06848,Private room,45,91,3,2019-07-25,0.16,8,179
26640934,Private room&bathroom. 20min to Center of Boston,188582312,Dania,,West Roxbury,42.28448,-71.16078,Private room,45,1,89,2020-03-01,4.49,1,132
